publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	own_anchor	all_issns	zdb_id
Qualitative Research	1468-7941	1741-3109	2001	1					http://journals.sagepub.com/home/qrj		19965		Volltext		Sage Publications	sage_premier	1468-7941;1741-3109	2075815-7
Qualitative Social Work	1473-3250	1741-3117	2002	1					http://journals.sagepub.com/home/qsw		19768		Volltext		Sage Publications	sage_premier	1473-3250;1741-3117	2073436-0
Race and Class	0306-3968	1741-3125	1959	1					http://journals.sagepub.com/home/rac		8420		Volltext		Sage Publications	sage_premier	0306-3968;1741-3125	2025671-1
Race and Justice		2153-3687	2011	1					http://journals.sagepub.com/home/raj		151871		Volltext		Sage Publications	sage_premier	2153-3687	2598402-0
Rationality and Society	1043-4631	1461-7358	1989	1					http://journals.sagepub.com/home/rss		4681		Volltext		Sage Publications	sage_premier	1043-4631;1461-7358	1482705-0
Recherche et Applications en Marketing	0767-3701	2051-2821	1999	14					http://journals.sagepub.com/home/ram		197133		Volltext		Sage Publications ; Association Française du Marketing	sage_premier	0767-3701;2051-2821	2170405-3
Recherche et Applications en Marketing (English Edition)		2051-5707	2007	22					http://journals.sagepub.com/home/rme		197132		Volltext		Sage Publications ; Association Française du Marketing	sage_premier	2051-5707	2711961-0
Rehabilitation Counseling Bulletin	0034-3552	1538-4853	1999	43					http://journals.sagepub.com/home/rcb		19878		Volltext		Sage Publications ; HighWire Press ; Hammill Institute on Disabilities ; American Rehabilitation Counseling Association ; Pro-ed	sage_premier	0034-3552;1538-4853	2066961-6
RELC Journal	0033-6882	1745-526X	1970	1					http://journals.sagepub.com/home/rel		60940		Volltext		Sage Publications	sage_premier	0033-6882;1745-526X	2169714-0
Remedial and Special Education	0741-9325	1538-4756	1984	5					http://journals.sagepub.com/home/rse		24911		Volltext		Sage Publications ; formerly: Pro-ed	sage_premier	0741-9325;1538-4756	2068560-9
Reproductive Sciences	1071-5576	1933-7205	1994	1					http://journals.sagepub.com/home/rsx		86899		Volltext		Sage Publications ; HighWire Press ; Society for Gynecologic Investigation	sage_premier	1071-5576;1933-7191;1933-7205	2266096-3
Research on Aging	0164-0275	1552-7573	1979	1					http://journals.sagepub.com/home/roa		6410		Volltext		Sage Publications	sage_premier	0164-0275;1552-7573	2030098-0
Research on Social Work Practice	1049-7315	1552-7581	1991	1					http://journals.sagepub.com/home/rsw		15257		Volltext		Sage Publications	sage_premier	1049-7315;1552-7581	2057740-0
Research Studies in Music Education	1321-103X	1834-5530	1993	1					http://journals.sagepub.com/home/rsm		6035		Volltext		Sage Publications ; HighWire Press ; Society for Education, Music and Psychology Research	sage_premier	1321-103X;1834-5530	2378416-7
Review & Expositor	0034-6373	2052-9449	1999	96					http://journals.sagepub.com/home/rae		212746		Volltext		Sage Publications	sage_premier	0034-6373;2052-9449	2757772-7
Review of Educational Research	0034-6543	1935-1046	1931	1					http://journals.sagepub.com/home/rer		88270		Volltext		Sage Publications ; HighWire Press ; American Educational Research Association	sage_premier	0034-6543;1935-1046	2066968-9
Review of Market Integration	0974-9292	0975-4709	2009	1					http://journals.sagepub.com/home/rmi		124633		Volltext		Sage Publications	sage_premier	0974-9292;0975-4709	2513840-6
Review of Public Personnel Administration	0734-371X	1552-759X	1980	1					http://journals.sagepub.com/home/rop		15316		Volltext		Sage Publications	sage_premier	0734-371X;1552-759X	2058374-6
